Date Time,Event,Actual
8/16/13,U. of Mich. Sentiment,80
8/20/13,Chicago Fed Nat Activity Index,-0.15
8/21/13,MBA Mortgage Applications,-4.60%
8/21/13,Existing Home Sales,5.39
8/21/13,Existing Home Sales MoM,6.50%
8/21/13,FOMC Meeting Minutes,--
8/22/13,Initial Jobless Claims,336
8/22/13,Continuing Claims,2999
8/22/13,FHFA House Price Index MoM,0.70%
8/22/13,House Price Purchase Index QoQ,2.10%
8/22/13,Langer Consumer Comfort,-28.8
8/22/13,Leading Index,0.60%
8/22/13,Kansas City Fed Manf. Activity,8
8/23/13,New Home Sales,394
8/23/13,New Home Sales MoM,-13.40%
8/26/13,Durable Goods Orders,-7.30%
8/26/13,Durables Ex Transportation,-0.60%
8/26/13,Cap Goods Orders Nondef Ex Air,-3.30%
8/26/13,Cap Goods Ship Nondef Ex Air,-1.50%
8/26/13,Dallas Fed Manf. Activity,5
8/27/13,Richmond Fed Manufact. Index,14
8/27/13,Conf. Board Consumer Confidence,81.5
8/28/13,MBA Mortgage Applications,-2.50%
8/28/13,Pending Home Sales MoM,-1.30%
8/28/13,Pending Home Sales NSA YoY,8.60%
8/29/13,Initial Jobless Claims,331
8/29/13,Continuing Claims,2989
8/29/13,GDP Annualized QoQ,2.50%
8/29/13,Personal Consumption,1.80%
8/29/13,GDP Price Index,0.80%
8/29/13,Core PCE QoQ,0.80%
8/29/13,Langer Consumer Comfort,-31.7
8/30/13,Personal Income,0.10%
8/30/13,Personal Spending,0.10%
8/30/13,PCE Deflator MoM,0.10%
8/30/13,PCE Deflator YoY,1.40%
8/30/13,PCE Core Deflator MoM,0.10%
8/30/13,PCE Core Deflator YoY,1.20%
8/30/13,MNI Chicago PMI,53
8/30/13,U. of Mich. Sentiment,82.1
9/3/13,Construction Spending MoM,0.60%
9/3/13,ISM Manufacturing,55.7
9/3/13,ISM Prices Paid,54
9/4/13,MBA Mortgage Applications,1.30%
9/4/13,Trade Balance,($39.10)
9/4/13,Wards Total Vehicle Sales,16.02
9/5/13,Challenger Job Cuts YoY,56.50%
9/5/13,ADP Employment Change,176
9/5/13,Initial Jobless Claims,323
9/5/13,Continuing Claims,2951
9/5/13,Nonfarm Productivity,2.30%
9/5/13,Unit Labor Costs,0.00%
9/5/13,Langer Consumer Comfort,-32.3
9/5/13,Factory Orders,-2.40%
9/5/13,ISM Services Index,58.6
9/6/13,Change in Nonfarm Payrolls,169
9/6/13,Two-Month Payroll Net Revision,-74
9/6/13,Change in Private Payrolls,152
9/6/13,Change in Manufact. Payrolls,14
9/6/13,Unemployment Rate,7.30%
9/6/13,Average Hourly Earnings MoM,0.20%
9/6/13,Average Hourly Earnings YoY,2.20%
9/6/13,Average Weekly Hours All Employees,34.5
9/6/13,Underemployment Rate,13.70%
9/6/13,Labor Force Participation Rate,63.20%
9/9/13,Consumer Credit,$10.44 
9/10/13,NFIB Small Business Optimism,94
9/10/13,JOLTS Job Openings,3689
9/11/13,MBA Mortgage Applications,-13.50%
9/11/13,Wholesale Inventories MoM,0.10%
9/11/13,Wholesale Trade Sales MoM,0.10%
9/12/13,Initial Jobless Claims,292
9/12/13,Continuing Claims,2871
9/12/13,Import Price Index MoM,0.00%
9/12/13,Import Price Index YoY,-0.40%
9/12/13,Langer Consumer Comfort,-32.1
9/12/13,Monthly Budget Statement,($147.90)
9/13/13,Retail Sales Advance MoM,0.20%
9/13/13,Retail Sales Ex Auto MoM,0.10%
9/13/13,Retail Sales Ex Auto and Gas,0.10%
9/13/13,Retail Sales Control Group,0.20%
9/13/13,U. of Mich. Sentiment,76.8
9/13/13,Business Inventories,0.40%
9/16/13,Empire Manufacturing,6.3
9/16/13,Industrial Production MoM,0.40%
9/16/13,Capacity Utilization,77.80%
9/16/13,Manufacturing (SIC) Production,0.70%
9/17/13,CPI MoM,0.10%
9/17/13,CPI Ex Food and Energy MoM,0.10%
9/17/13,CPI YoY,1.50%
9/17/13,CPI Ex Food and Energy YoY,1.80%
9/17/13,CPI Core Index SA,234.302
9/17/13,CPI Index NSA,233.877
9/17/13,Total Net TIC Flows,$56.70 
9/17/13,Net Long-term TIC Flows,$31.10 
9/17/13,NAHB Housing Market Index,58
9/18/13,MBA Mortgage Applications,11.20%
9/18/13,Housing Starts,891
9/18/13,Housing Starts MoM,0.90%
9/18/13,Building Permits,918
9/18/13,FOMC Rate Decision (Upper Bound),0.25%
9/19/13,Initial Jobless Claims,309
9/19/13,Continuing Claims,2787
9/19/13,Current Account Balance,($98.90)
9/19/13,Langer Consumer Comfort,-29.4
9/19/13,Philadelphia Fed Business Outlook,22.3
9/19/13,Existing Home Sales,5.48
9/19/13,Existing Home Sales MoM,1.70%
9/19/13,Leading Index,0.70%
9/23/13,Chicago Fed Nat Activity Index,0.14
9/24/13,FHFA House Price Index MoM,1.00%
9/24/13,Richmond Fed Manufact. Index,0
9/24/13,Conf. Board Consumer Confidence,79.7
9/25/13,MBA Mortgage Applications,5.50%
9/25/13,Durable Goods Orders,0.10%
9/25/13,Durables Ex Transportation,-0.10%
9/25/13,Cap Goods Orders Nondef Ex Air,1.50%
9/25/13,Cap Goods Ship Nondef Ex Air,1.30%
9/25/13,New Home Sales,421
9/25/13,New Home Sales MoM,7.90%
9/25/13,Household Change in Net Worth,"$1,342 "
9/26/13,Initial Jobless Claims,305
9/26/13,Continuing Claims,2823
9/26/13,GDP Annualized QoQ,2.50%
9/26/13,Personal Consumption,1.80%
9/26/13,GDP Price Index,0.60%
9/26/13,Core PCE QoQ,0.60%
9/26/13,Langer Consumer Comfort,-28.1
9/26/13,Pending Home Sales MoM,-1.60%
9/26/13,Pending Home Sales NSA YoY,2.90%
9/26/13,Kansas City Fed Manf. Activity,2
9/27/13,Personal Income,0.40%
9/27/13,Personal Spending,0.30%
9/27/13,PCE Deflator MoM,0.10%
9/27/13,PCE Deflator YoY,1.20%
9/27/13,PCE Core Deflator MoM,0.20%
9/27/13,PCE Core Deflator YoY,1.20%
9/27/13,U. of Mich. Sentiment,77.5
9/30/13,MNI Chicago PMI,55.7
9/30/13,Dallas Fed Manf. Activity,12.8
10/1/13,ISM Manufacturing,56.2
10/1/13,ISM Prices Paid,56.5
10/1/13,Wards Total Vehicle Sales,15.21
10/2/13,MBA Mortgage Applications,-0.40%
10/2/13,ADP Employment Change,166
10/3/13,Challenger Job Cuts YoY,19.10%
10/3/13,Initial Jobless Claims,308
10/3/13,Continuing Claims,2925
10/3/13,Langer Consumer Comfort,-29.4
10/3/13,ISM Services Index,54.4
10/7/13,Consumer Credit,$13.63 
10/8/13,NFIB Small Business Optimism,93.9
10/9/13,MBA Mortgage Applications,1.30%
10/9/13,FOMC Meeting Minutes,--
10/10/13,Initial Jobless Claims,374
10/10/13,Continuing Claims,2905
10/10/13,Langer Consumer Comfort,-29.7
10/11/13,U. of Mich. Sentiment,75.2
10/15/13,Empire Manufacturing,1.5
10/16/13,MBA Mortgage Applications,0.30%
10/16/13,NAHB Housing Market Index,55
10/17/13,Initial Jobless Claims,358
10/17/13,Continuing Claims,2859
10/17/13,Langer Consumer Comfort,-34.1
10/17/13,Philadelphia Fed Business Outlook,19.8
10/21/13,Existing Home Sales,5.29
10/21/13,Existing Home Sales MoM,-1.90%
10/22/13,Change in Nonfarm Payrolls,148
10/22/13,Two-Month Payroll Net Revision,9
10/22/13,Change in Private Payrolls,126
10/22/13,Change in Manufact. Payrolls,2
10/22/13,Unemployment Rate,7.20%
10/22/13,Average Hourly Earnings MoM,0.10%
10/22/13,Average Hourly Earnings YoY,2.10%
10/22/13,Average Weekly Hours All Employees,34.5
10/22/13,Underemployment Rate,13.60%
10/22/13,Labor Force Participation Rate,63.20%
10/22/13,Net Long-term TIC Flows,($8.90)
10/22/13,Total Net TIC Flows,($2.90)
10/22/13,Construction Spending MoM,0.60%
10/22/13,Richmond Fed Manufact. Index,1
10/23/13,MBA Mortgage Applications,-0.60%
10/23/13,Import Price Index MoM,0.20%
10/23/13,Import Price Index YoY,-1.00%
10/23/13,FHFA House Price Index MoM,0.30%
10/24/13,Trade Balance,($38.80)
10/24/13,Initial Jobless Claims,350
10/24/13,Continuing Claims,2874
10/24/13,Langer Consumer Comfort,-36.1
10/24/13,JOLTS Job Openings,3883
10/24/13,Kansas City Fed Manf. Activity,6
10/25/13,Durable Goods Orders,3.70%
10/25/13,Durables Ex Transportation,-0.10%
10/25/13,Cap Goods Orders Nondef Ex Air,-1.10%
10/25/13,Cap Goods Ship Nondef Ex Air,-0.20%
10/25/13,U. of Mich. Sentiment,73.2
10/25/13,Wholesale Inventories MoM,0.50%
10/25/13,Wholesale Trade Sales MoM,0.60%
10/28/13,Industrial Production MoM,0.60%
10/28/13,Capacity Utilization,78.30%
10/28/13,Manufacturing (SIC) Production,0.10%
10/28/13,Pending Home Sales MoM,-5.60%
10/28/13,Pending Home Sales NSA YoY,1.10%
10/28/13,Dallas Fed Manf. Activity,3.6
10/29/13,Retail Sales Advance MoM,-0.10%
10/29/13,Retail Sales Ex Auto MoM,0.40%
10/29/13,Retail Sales Ex Auto and Gas,0.40%
10/29/13,Retail Sales Control Group,0.50%
10/29/13,Business Inventories,0.30%
10/29/13,Conf. Board Consumer Confidence,71.2
10/30/13,MBA Mortgage Applications,6.40%
10/30/13,ADP Employment Change,130
10/30/13,CPI MoM,0.20%
10/30/13,CPI Ex Food and Energy MoM,0.10%
10/30/13,CPI YoY,1.20%
10/30/13,CPI Ex Food and Energy YoY,1.70%
10/30/13,CPI Core Index SA,234.589
10/30/13,CPI Index NSA,234.149
10/30/13,FOMC Rate Decision (Upper Bound),0.25%
10/30/13,Monthly Budget Statement,$75.10 
10/31/13,Initial Jobless Claims,340
10/31/13,Continuing Claims,2881
10/31/13,MNI Chicago PMI,65.9
10/31/13,Langer Consumer Comfort,-37.6
11/1/13,ISM Manufacturing,56.4
11/1/13,ISM Prices Paid,55.5
11/1/13,Wards Total Vehicle Sales,15.15
11/4/13,Factory Orders,-0.10%
11/4/13,Factory Orders,1.70%
11/5/13,ISM Services Index,55.4
11/6/13,MBA Mortgage Applications,-7.00%
11/6/13,Challenger Job Cuts YoY,-4.20%
11/6/13,Leading Index,0.70%
11/7/13,Initial Jobless Claims,336
11/7/13,Continuing Claims,2868
11/7/13,GDP Annualized QoQ,2.80%
11/7/13,Personal Consumption,1.50%
11/7/13,GDP Price Index,1.90%
11/7/13,Core PCE QoQ,1.40%
11/7/13,Langer Consumer Comfort,-37.9
11/7/13,Mortgage Delinquencies,6.41%
11/7/13,MBA Mortgage Foreclosures,3.08%
11/7/13,Consumer Credit,$13.74 
11/8/13,Change in Nonfarm Payrolls,204
11/8/13,Two-Month Payroll Net Revision,60
11/8/13,Change in Private Payrolls,212
11/8/13,Change in Manufact. Payrolls,19
11/8/13,Unemployment Rate,7.30%
11/8/13,Average Hourly Earnings MoM,0.10%
11/8/13,Average Hourly Earnings YoY,2.20%
11/8/13,Average Weekly Hours All Employees,34.4
11/8/13,Underemployment Rate,13.80%
11/8/13,Labor Force Participation Rate,62.80%
11/8/13,Personal Income,0.50%
11/8/13,Personal Spending,0.20%
11/8/13,PCE Deflator MoM,0.10%
11/8/13,PCE Deflator YoY,0.90%
11/8/13,PCE Core Deflator MoM,0.10%
11/8/13,PCE Core Deflator YoY,1.20%
11/8/13,U. of Mich. Sentiment,72
11/12/13,NFIB Small Business Optimism,91.6
11/12/13,Chicago Fed Nat Activity Index,0.14
11/13/13,MBA Mortgage Applications,-1.80%
11/13/13,Monthly Budget Statement,($91.60)
11/14/13,Initial Jobless Claims,339
11/14/13,Continuing Claims,2874
11/14/13,Nonfarm Productivity,1.90%
11/14/13,Unit Labor Costs,-0.60%
11/14/13,Trade Balance,($41.80)
11/14/13,Langer Consumer Comfort,-33.9
11/15/13,Empire Manufacturing,-2.2
11/15/13,Import Price Index MoM,-0.70%
11/15/13,Import Price Index YoY,-2.00%
11/15/13,Industrial Production MoM,-0.10%
11/15/13,Capacity Utilization,78.10%
11/15/13,Manufacturing (SIC) Production,0.30%
11/15/13,Wholesale Inventories MoM,0.40%
11/15/13,Wholesale Trade Sales MoM,0.60%
11/18/13,Total Net TIC Flows,($106.80)
11/18/13,Net Long-term TIC Flows,$25.50 
11/18/13,NAHB Housing Market Index,54
11/19/13,Employment Cost Index,0.40%
11/20/13,MBA Mortgage Applications,-2.30%
11/20/13,Retail Sales Advance MoM,0.40%
11/20/13,Retail Sales Ex Auto MoM,0.20%
11/20/13,Retail Sales Ex Auto and Gas,0.30%
11/20/13,Retail Sales Control Group,0.40%
11/20/13,CPI MoM,-0.10%
11/20/13,CPI Ex Food and Energy MoM,0.10%
11/20/13,CPI YoY,1.00%
11/20/13,CPI Ex Food and Energy YoY,1.70%
11/20/13,CPI Core Index SA,234.877
11/20/13,CPI Index NSA,233.546
11/20/13,Existing Home Sales,5.12
11/20/13,Existing Home Sales MoM,-3.20%
11/20/13,Business Inventories,0.60%
11/20/13,FOMC Meeting Minutes,--
11/21/13,Initial Jobless Claims,323
11/21/13,Continuing Claims,2876
11/21/13,Langer Consumer Comfort,-34.6
11/21/13,Philadelphia Fed Business Outlook,6.5
11/22/13,JOLTS Job Openings,3913
11/22/13,Kansas City Fed Manf. Activity,7
11/25/13,Pending Home Sales MoM,-0.60%
11/25/13,Pending Home Sales NSA YoY,-2.20%
11/25/13,Dallas Fed Manf. Activity,1.9
11/26/13,Building Permits,974
11/26/13,Building Permits,1034
11/26/13,FHFA House Price Index MoM,0.30%
11/26/13,House Price Purchase Index QoQ,2.00%
11/26/13,Conf. Board Consumer Confidence,70.4
11/26/13,Richmond Fed Manufact. Index,13
11/27/13,MBA Mortgage Applications,-0.30%
11/27/13,Initial Jobless Claims,316
11/27/13,Continuing Claims,2776
11/27/13,Durable Goods Orders,-2.00%
11/27/13,Durables Ex Transportation,-0.10%
11/27/13,Cap Goods Orders Nondef Ex Air,-1.20%
11/27/13,Cap Goods Ship Nondef Ex Air,-0.20%
11/27/13,Chicago Fed Nat Activity Index,-0.18
11/27/13,MNI Chicago PMI,63
11/27/13,Langer Consumer Comfort,-33.7
11/27/13,U. of Mich. Sentiment,75.1
11/27/13,Leading Index,0.20%
12/2/13,ISM Manufacturing,57.3
12/2/13,ISM Prices Paid,52.5
12/2/13,Construction Spending MoM,-0.30%
12/2/13,Construction Spending MoM,0.80%
12/3/13,Wards Total Vehicle Sales,16.31
12/4/13,MBA Mortgage Applications,-12.80%
12/4/13,ADP Employment Change,215
12/4/13,Trade Balance,($40.60)
12/4/13,ISM Services Index,53.9
12/4/13,New Home Sales,354
12/4/13,New Home Sales MoM,-6.60%
12/4/13,New Home Sales,444
12/4/13,New Home Sales MoM,25.40%
12/5/13,Challenger Job Cuts YoY,-20.60%
12/5/13,Initial Jobless Claims,298
12/5/13,Continuing Claims,2744
12/5/13,GDP Annualized QoQ,3.60%
12/5/13,Personal Consumption,1.40%
12/5/13,GDP Price Index,2.00%
12/5/13,Core PCE QoQ,1.50%
12/5/13,Langer Consumer Comfort,-31.3
12/5/13,Factory Orders,-0.90%
12/6/13,Change in Nonfarm Payrolls,203
12/6/13,Two-Month Payroll Net Revision,8
12/6/13,Change in Private Payrolls,196
12/6/13,Change in Manufact. Payrolls,27
12/6/13,Unemployment Rate,7.00%
12/6/13,Average Hourly Earnings MoM,0.20%
12/6/13,Average Hourly Earnings YoY,2.00%
12/6/13,Average Weekly Hours All Employees,34.5
12/6/13,Underemployment Rate,13.20%
12/6/13,Labor Force Participation Rate,63.00%
12/6/13,Personal Income,-0.10%
12/6/13,Personal Spending,0.30%
12/6/13,PCE Deflator MoM,0.00%
12/6/13,PCE Deflator YoY,0.70%
12/6/13,PCE Core Deflator MoM,0.10%
12/6/13,PCE Core Deflator YoY,1.10%
12/6/13,U. of Mich. Sentiment,82.5
12/6/13,Consumer Credit,$18.19 
12/9/13,Household Change in Net Worth,"$1,922 "
12/10/13,NFIB Small Business Optimism,92.5
12/10/13,JOLTS Job Openings,3925
12/10/13,Wholesale Inventories MoM,1.40%
12/10/13,Wholesale Trade Sales MoM,1.00%
12/11/13,MBA Mortgage Applications,1.00%
12/11/13,Monthly Budget Statement,($135.20)
12/12/13,Retail Sales Advance MoM,0.70%
12/12/13,Retail Sales Ex Auto MoM,0.40%
12/12/13,Retail Sales Ex Auto and Gas,0.60%
12/12/13,Retail Sales Control Group,0.50%
12/12/13,Initial Jobless Claims,368
12/12/13,Continuing Claims,2791
12/12/13,Import Price Index MoM,-0.60%
12/12/13,Import Price Index YoY,-1.50%
12/12/13,Langer Consumer Comfort,-30.9
12/12/13,Business Inventories,0.70%
12/16/13,Empire Manufacturing,1
12/16/13,Nonfarm Productivity,3.00%
12/16/13,Unit Labor Costs,-1.40%
12/16/13,Total Net TIC Flows,$194.90 
12/16/13,Net Long-term TIC Flows,$35.40 
12/16/13,Industrial Production MoM,1.10%
12/16/13,Capacity Utilization,79.00%
12/16/13,Manufacturing (SIC) Production,0.60%
12/17/13,CPI MoM,0.00%
12/17/13,CPI Ex Food and Energy MoM,0.20%
12/17/13,CPI YoY,1.20%
12/17/13,CPI Ex Food and Energy YoY,1.70%
12/17/13,CPI Core Index SA,235.24
12/17/13,CPI Index NSA,233.069
12/17/13,Current Account Balance,($94.80)
12/17/13,NAHB Housing Market Index,58
12/18/13,MBA Mortgage Applications,-5.50%
12/18/13,Housing Starts,873
12/18/13,Housing Starts MoM,-1.10%
12/18/13,Housing Starts MoM,1.80%
12/18/13,Housing Starts,889
12/18/13,Housing Starts,1091
12/18/13,Housing Starts MoM,22.70%
12/18/13,Building Permits,1007
12/18/13,FOMC Rate Decision (Upper Bound),0.25%
12/19/13,Initial Jobless Claims,379
12/19/13,Continuing Claims,2884
12/19/13,Langer Consumer Comfort,-29.4
12/19/13,Philadelphia Fed Business Outlook,7
12/19/13,Existing Home Sales,4.9
12/19/13,Existing Home Sales MoM,-4.30%
12/19/13,Leading Index,0.80%
12/20/13,GDP Annualized QoQ,4.10%
12/20/13,Personal Consumption,2.00%
12/20/13,GDP Price Index,2.00%
12/20/13,Core PCE QoQ,1.40%
12/20/13,Kansas City Fed Manf. Activity,-3
12/23/13,Chicago Fed Nat Activity Index,0.6
12/23/13,Personal Income,0.20%
12/23/13,Personal Spending,0.50%
12/23/13,PCE Deflator MoM,0.00%
12/23/13,PCE Deflator YoY,0.90%
12/23/13,PCE Core Deflator MoM,0.10%
12/23/13,PCE Core Deflator YoY,1.10%
12/23/13,U. of Mich. Sentiment,82.5
12/24/13,MBA Mortgage Applications,-6.30%
12/24/13,Durable Goods Orders,3.50%
12/24/13,Durables Ex Transportation,1.20%
12/24/13,Cap Goods Orders Nondef Ex Air,4.50%
12/24/13,Cap Goods Ship Nondef Ex Air,2.80%
12/24/13,FHFA House Price Index MoM,0.50%
12/24/13,New Home Sales,464
12/24/13,New Home Sales MoM,-2.10%
12/24/13,Richmond Fed Manufact. Index,13
12/26/13,Initial Jobless Claims,338
12/26/13,Continuing Claims,2923
12/26/13,Langer Consumer Comfort,-27.4
12/30/13,Pending Home Sales MoM,0.20%
12/30/13,Pending Home Sales NSA YoY,-4.00%
12/30/13,Dallas Fed Manf. Activity,3.1
12/31/13,MNI Chicago PMI,59.1
12/31/13,Conf. Board Consumer Confidence,78.1
1/2/14,Initial Jobless Claims,339
1/2/14,Continuing Claims,2833
1/2/14,Langer Consumer Comfort,-28.7
1/2/14,ISM Manufacturing,57
1/2/14,ISM Prices Paid,53.5
1/2/14,Construction Spending MoM,1.00%
1/3/14,Wards Total Vehicle Sales,15.3
1/6/14,ISM Services Index,53
1/6/14,Factory Orders,1.80%
1/7/14,Trade Balance,($34.30)
1/8/14,MBA Mortgage Applications,2.60%
1/8/14,ADP Employment Change,238
1/8/14,FOMC Meeting Minutes,--
1/8/14,Consumer Credit,$12.32 
1/9/14,Challenger Job Cuts YoY,-5.90%
1/9/14,Initial Jobless Claims,330
1/9/14,Continuing Claims,2865
1/9/14,Langer Consumer Comfort,-28.4
1/10/14,Change in Nonfarm Payrolls,74
1/10/14,Two-Month Payroll Net Revision,38
1/10/14,Change in Private Payrolls,87
1/10/14,Change in Manufact. Payrolls,9
1/10/14,Unemployment Rate,6.70%
1/10/14,Average Hourly Earnings MoM,0.10%
1/10/14,Average Hourly Earnings YoY,1.80%
1/10/14,Average Weekly Hours All Employees,34.4
1/10/14,Underemployment Rate,13.10%
1/10/14,Labor Force Participation Rate,62.80%
1/10/14,Wholesale Inventories MoM,0.50%
1/10/14,Wholesale Trade Sales MoM,1.00%
1/13/14,Monthly Budget Statement,$53.20 
1/14/14,NFIB Small Business Optimism,93.9
1/14/14,Retail Sales Advance MoM,0.20%
1/14/14,Retail Sales Ex Auto MoM,0.70%
1/14/14,Retail Sales Ex Auto and Gas,0.60%
1/14/14,Retail Sales Control Group,0.70%
1/14/14,Import Price Index MoM,0.00%
1/14/14,Import Price Index YoY,-1.30%
1/14/14,Business Inventories,0.40%
1/15/14,MBA Mortgage Applications,11.90%
1/15/14,Empire Manufacturing,12.5
1/15/14,Total Net TIC Flows,($16.60)
1/15/14,Net Long-term TIC Flows,($29.30)
1/16/14,CPI MoM,0.30%
1/16/14,CPI Ex Food and Energy MoM,0.10%
1/16/14,CPI YoY,1.50%
1/16/14,CPI Ex Food and Energy YoY,1.70%
1/16/14,CPI Core Index SA,235.496
1/16/14,CPI Index NSA,233.049
1/16/14,Initial Jobless Claims,326
1/16/14,Continuing Claims,3030
1/16/14,Langer Consumer Comfort,-31
1/16/14,Philadelphia Fed Business Outlook,9.4
1/16/14,NAHB Housing Market Index,56
1/17/14,Housing Starts,999
1/17/14,Housing Starts MoM,-9.80%
1/17/14,Building Permits,986
1/17/14,Industrial Production MoM,0.30%
1/17/14,Capacity Utilization,79.20%
1/17/14,Manufacturing (SIC) Production,0.40%
1/17/14,U. of Mich. Sentiment,80.4
1/17/14,JOLTS Job Openings,4001
1/22/14,MBA Mortgage Applications,4.70%
1/23/14,Chicago Fed Nat Activity Index,0.16
1/23/14,Initial Jobless Claims,326
1/23/14,Continuing Claims,3056
1/23/14,FHFA House Price Index MoM,0.10%
1/23/14,Langer Consumer Comfort,-31
1/23/14,Existing Home Sales,4.87
1/23/14,Existing Home Sales MoM,1.00%
1/23/14,Leading Index,0.10%
1/23/14,Kansas City Fed Manf. Activity,5
1/27/14,New Home Sales,414
1/27/14,New Home Sales MoM,-7.00%
1/27/14,Dallas Fed Manf. Activity,3.8
1/28/14,Durable Goods Orders,-4.30%
1/28/14,Durables Ex Transportation,-1.60%
1/28/14,Cap Goods Orders Nondef Ex Air,-1.30%
1/28/14,Cap Goods Ship Nondef Ex Air,-0.20%
1/28/14,Conf. Board Consumer Confidence,80.7
1/28/14,Richmond Fed Manufact. Index,12
1/29/14,MBA Mortgage Applications,-0.20%
1/29/14,FOMC Rate Decision (Upper Bound),0.25%
1/30/14,GDP Annualized QoQ,3.20%
1/30/14,Personal Consumption,3.30%
1/30/14,GDP Price Index,1.30%
1/30/14,Core PCE QoQ,1.10%
1/30/14,Initial Jobless Claims,348
1/30/14,Continuing Claims,2991
1/30/14,Langer Consumer Comfort,-31.8
1/30/14,Pending Home Sales MoM,-8.70%
1/30/14,Pending Home Sales NSA YoY,-6.10%
1/31/14,Employment Cost Index,0.50%
1/31/14,Personal Income,0.00%
1/31/14,Personal Spending,0.40%
1/31/14,PCE Deflator MoM,0.20%
1/31/14,PCE Deflator YoY,1.10%
1/31/14,PCE Core Deflator MoM,0.10%
1/31/14,PCE Core Deflator YoY,1.20%
1/31/14,MNI Chicago PMI,59.6
1/31/14,U. of Mich. Sentiment,81.2
2/3/14,ISM Manufacturing,51.3
2/3/14,ISM Prices Paid,60.5
2/3/14,Construction Spending MoM,0.10%
2/3/14,Wards Total Vehicle Sales,15.16
2/4/14,Factory Orders,-1.50%
2/5/14,MBA Mortgage Applications,0.40%
2/5/14,ADP Employment Change,175
2/5/14,ISM Services Index,54
2/6/14,Challenger Job Cuts YoY,11.60%
2/6/14,Trade Balance,($38.70)
2/6/14,Nonfarm Productivity,3.20%
2/6/14,Unit Labor Costs,-1.60%
2/6/14,Initial Jobless Claims,331
2/6/14,Continuing Claims,2964
2/6/14,Langer Consumer Comfort,-33.1
2/7/14,Change in Nonfarm Payrolls,113
2/7/14,Two-Month Payroll Net Revision,34
2/7/14,Change in Private Payrolls,142
2/7/14,Change in Manufact. Payrolls,21
2/7/14,Unemployment Rate,6.60%
2/7/14,Average Hourly Earnings MoM,0.20%
2/7/14,Average Hourly Earnings YoY,1.90%
2/7/14,Average Weekly Hours All Employees,34.4
2/7/14,Underemployment Rate,12.70%
2/7/14,Labor Force Participation Rate,63.00%
2/7/14,Consumer Credit,$18.76 
2/11/14,NFIB Small Business Optimism,94.1
2/11/14,JOLTS Job Openings,3990
2/11/14,Wholesale Inventories MoM,0.30%
2/11/14,Wholesale Trade Sales MoM,0.50%
2/12/14,MBA Mortgage Applications,-2.00%
2/12/14,Monthly Budget Statement,($10.40)
2/13/14,Retail Sales Advance MoM,-0.40%
2/13/14,Retail Sales Ex Auto MoM,0.00%
2/13/14,Retail Sales Ex Auto and Gas,-0.20%
2/13/14,Retail Sales Control Group,-0.30%
2/13/14,Initial Jobless Claims,339
2/13/14,Continuing Claims,2953
2/13/14,Langer Consumer Comfort,-30.7
2/13/14,Business Inventories,0.50%
2/14/14,Import Price Index MoM,0.10%
2/14/14,Import Price Index YoY,-1.50%
2/14/14,Industrial Production MoM,-0.30%
2/14/14,Capacity Utilization,78.50%
2/14/14,Manufacturing (SIC) Production,-0.80%
2/14/14,U. of Mich. Sentiment,81.2
2/18/14,Empire Manufacturing,4.5
2/18/14,Net Long-term TIC Flows,($45.90)
2/18/14,Total Net TIC Flows,($119.60)
2/18/14,NAHB Housing Market Index,46
2/19/14,MBA Mortgage Applications,-4.10%
2/19/14,PPI Final Demand MoM,0.20%
2/19/14,PPI Final Demand YoY,1.20%
2/19/14,Housing Starts,880
2/19/14,Housing Starts MoM,-16.00%
2/19/14,Building Permits,937
2/19/14,FOMC Meeting Minutes,--
2/20/14,CPI MoM,0.10%
2/20/14,CPI Ex Food and Energy MoM,0.10%
2/20/14,CPI YoY,1.60%
2/20/14,CPI Ex Food and Energy YoY,1.60%
2/20/14,CPI Core Index SA,235.843
2/20/14,CPI Index NSA,233.916
2/20/14,Initial Jobless Claims,336
2/20/14,Continuing Claims,2981
2/20/14,Langer Consumer Comfort,-30.6
2/20/14,Philadelphia Fed Business Outlook,-6.3
2/20/14,Mortgage Delinquencies,6.39%
2/20/14,MBA Mortgage Foreclosures,2.86%
2/20/14,Leading Index,0.30%
2/21/14,Existing Home Sales,4.62
2/21/14,Existing Home Sales MoM,-5.10%
2/24/14,Chicago Fed Nat Activity Index,-0.39
2/24/14,Dallas Fed Manf. Activity,0.3
2/25/14,FHFA House Price Index MoM,0.80%
2/25/14,House Price Purchase Index QoQ,1.20%
2/25/14,Conf. Board Consumer Confidence,78.1
2/25/14,Richmond Fed Manufact. Index,-6
2/26/14,MBA Mortgage Applications,-8.50%
2/26/14,New Home Sales,468
2/26/14,New Home Sales MoM,9.60%
2/27/14,Durable Goods Orders,-1.00%
2/27/14,Durables Ex Transportation,1.10%
2/27/14,Cap Goods Orders Nondef Ex Air,1.70%
2/27/14,Cap Goods Ship Nondef Ex Air,-0.80%
2/27/14,Initial Jobless Claims,348
2/27/14,Continuing Claims,2964
2/27/14,Langer Consumer Comfort,-28.6
2/27/14,Kansas City Fed Manf. Activity,4
2/28/14,GDP Annualized QoQ,2.40%
2/28/14,Personal Consumption,2.60%
2/28/14,GDP Price Index,1.60%
2/28/14,Core PCE QoQ,1.30%
2/28/14,MNI Chicago PMI,59.8
2/28/14,U. of Mich. Sentiment,81.6
2/28/14,Pending Home Sales MoM,0.10%
